xbegin,ybegin,zbegin,xdif,ydif,zdif,counter,number
3577,3588,1305,1370,-301,-12476,5,4
834,3395,3189,4910,1650,-24387,0,2
599,2725,2483,4905,1648,-24362,1,2
398,2752,2524,-1044,225,-20696,2,2
161,2749,2514,-1043,224,-20675,3,2
3524,2751,2505,-1042,224,-20654,4,2
3287,2758,2493,-1041,224,-20634,5,2
2816,2796,2605,-2457,-221,-17182,0,2
2782,960,838,-2454,-221,-17165,1,2
2980,973,822,-2452,-221,-17148,2,2
3142,937,866,548,-181,-15215,3,2
3315,923,886,547,-181,-15200,4,2
3489,917,899,547,-181,-15184,5,2
3089,3414,1992,-2901,1786,-17579,0,6
3041,108,1656,-2898,1785,-17562,1,6
3098,394,1327,-2895,1783,-17544,2,6
3220,566,1113,-2940,1945,-16758,3,6
3373,660,973,-2937,1943,-16741,4,6
3540,709,869,-2934,1941,-16724,5,6
24,3586,2013,-2154,-34,-15163,0,4
3594,3583,1840,-2152,-34,-15148,1,4
3565,3589,1667,-2149,-34,-15133,2,4
3574,3595,1522,1104,-125,-12533,3,4
3586,3598,1378,1102,-125,-12520,4,4
3598,3599,1235,1101,-125,-12508,5,4
293,3060,1940,3075,-916,-13890,0,1
179,2998,1813,3072,-915,-13876,1,1
55,2966,1705,3069,-914,-13862,2,1
3528,2957,1603,3066,-913,-13848,3,1
3401,2971,1499,3063,-912,-13834,4,1
3307,2991,1402,2966,-1210,-11691,5,1
661,1002,916,-3152,88,-13478,0,1
819,949,860,-3149,87,-13464,1,1
820,2916,2825,-3145,87,-13451,2,1
663,2861,2767,-3142,87,-13437,3,1
526,2818,2726,-1614,-23,-12170,4,1
386,2808,2713,-1612,-22,-12158,5,1
3071,550,1829,-884,-974,-17289,0,2
3238,647,1678,-883,-973,-17272,1,2
3416,681,1579,-882,-972,-17254,2,2
3596,684,1496,-881,-971,-17237,3,2
174,659,1409,-880,-970,-17220,4,2
346,600,1300,-879,-969,-17203,5,2
2,3,2735,-147,387,-17786,0,1
2,6,2531,-147,386,-17768,1,1
0,4,2384,-341,90,-14044,2,1
3597,5,2223,-341,90,-14030,3,1
3595,7,2062,-340,90,-14016,4,1
3593,10,1902,-340,90,-14002,5,1
3125,2812,1650,-278,-2235,-7653,0,2
3033,2799,1644,-633,-1589,-7805,1,2
2943,2795,1627,-632,-1588,-7797,2,2
2854,2799,1604,-631,-1586,-7790,3,2
2765,2841,1543,-631,-1585,-7782,4,2
2726,719,46,-630,-1583,-7774,5,2
44,2699,2699,197,-307,-19078,0,6
3426,2696,2697,197,-307,-19059,1,6
3266,2692,2700,-56,96,-15287,2,6
3091,2690,2704,-56,96,-15272,3,6
2916,2683,2713,-56,96,-15257,4,6
2742,2611,2787,-56,96,-15242,5,6
3232,3083,2542,-4112,2690,-6726,0,6
3151,3099,2545,-4015,1608,-6384,1,6
3066,3134,2523,-4011,1606,-6378,2,6
2982,3185,2485,-4007,1604,-6372,3,6
2901,3271,2411,-4003,1603,-6365,4,6
2829,3453,2241,-3999,1601,-6359,5,6
2,3,2735,-149,388,-17860,0,4
2,6,2531,-149,387,-17842,1,4
0,4,2382,-341,90,-14114,2,4
3597,5,2221,-341,90,-14099,3,4
3595,7,2059,-341,90,-14085,4,4
3593,10,1898,-340,90,-14071,5,4
348,614,3485,5249,117,-5867,0,3
421,637,3522,5244,117,-5861,1,3
507,666,3560,5239,117,-5855,2,3
591,713,16,5234,117,-5849,3,3
671,796,107,5228,117,-5843,4,3
741,962,281,5223,116,-5837,5,3
3471,904,903,-257,-140,-19016,0,6
89,902,901,-257,-139,-18997,1,6
306,900,899,-257,-139,-18978,2,6
501,897,897,-244,177,-17960,3,6
707,890,888,-244,176,-17942,4,6
886,2937,2931,-244,176,-17924,5,6
763,3433,3443,4116,278,-1832,0,4
811,3257,3263,4670,163,-1467,1,4
830,2870,2871,4665,162,-1466,2,4
810,2486,2482,4660,162,-1464,3,4
795,2347,2331,2728,507,-78,4,4
778,2240,2217,2589,418,169,5,4
6,30,1949,-1412,-23,-16247,0,1
0,28,1763,-1410,-23,-16230,1,1
3593,29,1576,-1409,-22,-16214,2,1
3595,32,1428,-565,-148,-14445,3,1
3598,31,1262,-564,-148,-14431,4,1
0,29,1097,-564,-148,-14416,5,1
746,2859,2748,-7589,340,-5186,0,2
696,2879,2777,-2289,-111,-4283,1,2
649,2889,2789,-2143,168,-3857,2,2
599,2907,2806,-2141,168,-3853,3,2
549,2919,2819,-2139,168,-3849,4,2
499,2929,2829,-2137,168,-3845,5,2
2860,981,638,5515,36,-3146,0,3
2894,783,844,5325,69,-3043,1,3
2941,675,961,4808,9,-2786,2,3
2990,614,1031,4246,111,-2650,3,3
3041,573,1081,4242,111,-2647,4,3
3093,543,1120,4237,111,-2645,5,3
627,199,232,4466,1370,-18639,0,2
670,3335,3309,4462,1368,-18621,1,2
554,2995,2909,4457,1367,-18602,2,2
376,2870,2719,4453,1365,-18583,3,2
183,2830,2601,4448,1364,-18565,4,2
3587,2831,2502,4444,1363,-18546,5,2
24,70,601,-2518,-364,-6514,0,1
4,64,523,-2515,-364,-6508,1,1
3583,61,446,-2513,-363,-6501,2,1
3563,60,369,-2510,-363,-6495,3,1
3542,62,291,-2508,-363,-6488,4,1
3522,67,214,-2505,-362,-6482,5,1
2979,540,456,-5169,1559,-23257,0,5
3071,848,93,-8149,186,-15687,1,5
3251,942,3562,-8141,185,-15671,2,5
3440,980,3481,-8132,185,-15656,3,5
31,989,3415,-8124,185,-15640,4,5
222,976,3348,-8116,185,-15624,5,5
437,2796,2883,4996,346,-9898,0,2
332,2744,2793,4991,346,-9889,1,2
221,2714,2722,4986,346,-9879,2,2
109,2701,2661,4981,345,-9869,3,2
3596,2699,2604,4976,345,-9859,4,2
3484,2710,2546,4971,345,-9849,5,2
3125,2602,18,5443,-393,-9994,0,3
3004,2664,3537,5437,-393,-9984,1,3
2893,2811,3371,5432,-392,-9974,2,3
2823,3213,2950,5427,-392,-9965,3,3
2861,122,2423,5421,-391,-9955,4,3
2932,328,2199,2953,-455,-8255,5,3
3598,3589,2628,493,-173,-26492,0,4
3593,3583,2439,-47,-196,-16960,1,4
3587,3584,2245,-47,-196,-16943,2,4
3582,3587,2051,-47,-196,-16926,3,4
3578,3592,1857,-47,-195,-16909,4,4
3576,3597,1663,-47,-195,-16892,5,4
198,412,219,-544,-1836,-10271,0,3
266,349,114,-544,-1834,-10261,1,3
322,269,3595,-543,-1832,-10251,2,3
360,173,3460,-543,-1830,-10240,3,3
384,75,3329,61,-1501,-9341,4,3
389,3572,3191,61,-1499,-9332,5,3
3595,2706,2699,464,-217,-25015,0,5
3308,2705,2690,463,-217,-24990,1,5
3056,2702,2692,-434,203,-24035,2,5
2781,2682,2715,-433,203,-24011,3,5
2893,922,878,-433,203,-23987,4,5
3168,917,887,-433,203,-23963,5,5
168,277,884,-3602,-4123,-10596,0,1
160,236,777,-4537,-539,-7626,1,1
148,207,678,-4532,-538,-7618,2,1
127,176,576,-4528,-538,-7611,3,1
102,150,475,-4523,-537,-7603,4,1
73,129,377,-4519,-537,-7595,5,1
3598,3589,2628,491,-174,-26488,0,4
3593,3583,2439,-47,-196,-16951,1,4
3587,3584,2245,-47,-196,-16934,2,4
3582,3587,2051,-47,-196,-16917,3,4
3578,3592,1858,-47,-195,-16900,4,4
3576,3597,1664,-47,-195,-16883,5,4
100,360,600,-8452,4250,-5979,0,3
62,391,488,-8444,4246,-5973,1,3
34,430,373,-8436,4242,-5967,2,3
14,473,256,-8427,4238,-5961,3,3
4,520,138,-8419,4233,-5955,4,3
3,568,20,-8410,4229,-5949,5,3
4,906,900,463,-216,-25021,0,2
291,905,909,462,-216,-24996,1,2
543,902,907,-434,204,-24032,2,2
818,883,884,-434,204,-24008,3,2
706,2722,2721,-433,203,-23984,4,2
431,2717,2712,-433,203,-23960,5,2
311,742,1308,-3967,1989,-10781,0,5
415,705,1207,-3963,1987,-10771,1,5
511,633,1077,-3959,1985,-10760,2,5
591,503,892,-3955,1983,-10749,3,5
636,297,633,-3951,1981,-10738,4,5
630,55,338,-3947,1979,-10728,5,5
53,48,1820,-4694,22,-6595,0,2
3589,45,1758,-6153,-56,-4901,1,2
3556,47,1727,-3077,17,-2452,2,2
3528,49,1700,-2793,21,-2219,3,2
3498,53,1672,-2790,21,-2216,4,2
3469,59,1643,-2787,21,-2214,5,2
3361,2996,2563,-6990,-70,-8818,0,1
3234,2983,2587,-6983,-70,-8809,1,1
3108,2959,2621,-6976,-70,-8800,2,1
2983,2910,2679,-6969,-70,-8792,3,1
2865,2784,2814,-6963,-69,-8783,4,1
2783,2293,3314,-6956,-69,-8774,5,1
327,2461,2998,2239,756,-2665,0,6
291,2463,2984,2237,756,-2662,1,6
253,2465,2971,2235,755,-2660,2,6
214,2469,2959,2232,754,-2657,3,6
176,2474,2946,2230,753,-2655,4,6
139,2479,2934,2228,752,-2652,5,6
3257,914,918,-1614,-100,-3796,0,1
3299,923,902,-1366,-5,-3577,1,1
3340,930,886,-1364,-5,-3573,2,1
3382,936,872,-1363,-5,-3570,3,1
3424,940,858,-1361,-5,-3566,4,1
3466,944,845,-1360,-5,-3563,5,1
26,66,960,-4061,-102,-11248,0,1
3594,62,827,-4057,-102,-11236,1,1
3590,61,756,-1082,-81,-7148,2,1
3588,61,682,-1081,-81,-7140,3,1
3585,62,599,-1079,-81,-7133,4,1
3581,63,517,-1078,-81,-7126,5,1
262,2698,1797,81,173,-4980,0,2
205,2700,1796,81,173,-4975,1,2
148,2701,1795,81,173,-4970,2,2
91,2703,1794,80,172,-4965,3,2
34,2705,1793,80,172,-4960,4,2
3577,2707,1791,80,172,-4955,5,2
3541,597,995,-432,-1320,-9537,0,6
33,583,933,-431,-1319,-9527,1,6
77,573,882,-964,-139,-5195,2,6
107,566,855,-670,-31,-3649,3,6
136,560,827,-670,-31,-3645,4,6
166,551,796,-669,-31,-3642,5,6
557,425,1403,5474,-147,-15417,0,4
704,181,1134,5469,-147,-15402,1,4
733,3179,509,5464,-147,-15386,2,4
607,2831,136,5458,-147,-15371,3,4
439,2718,3598,5453,-147,-15355,4,4
263,2673,3523,5447,-146,-15340,5,4
3561,15,2131,-3997,383,-9916,0,4
3542,26,2004,-2450,37,-10929,1,4
3522,41,1876,-2448,37,-10919,2,4
3505,61,1748,-2445,37,-10908,3,4
3493,84,1618,-2443,37,-10897,4,4
3515,89,1508,103,-906,-9822,5,4
2925,802,703,7130,218,-2294,0,2
2975,653,869,7123,217,-2291,1,2
3038,558,983,7115,217,-2289,2,2
3096,508,1052,6428,419,-1960,3,2
3161,469,1112,6422,419,-1958,4,2
3229,442,1160,6415,418,-1957,5,2
3499,2579,2638,-3414,-1005,-2787,0,3
3484,2563,2695,-4036,-572,-2145,1,3
3480,2551,2729,-2793,-302,-968,2,3
3482,2543,2760,-2613,-139,-585,3,3
3484,2536,2790,-2528,-83,-542,4,3
3486,2529,2819,-2460,-51,-502,5,3
3089,751,826,7960,-2060,-12880,0,6
3258,689,882,7952,-2057,-12867,1,6
3429,652,911,7944,-2055,-12854,2,6
1,626,928,7936,-2053,-12841,3,6
173,604,938,7928,-2051,-12828,4,6
346,582,942,7920,-2049,-12816,5,6
4,27,1585,-66,58,-4447,0,3
1,27,1552,-65,58,-4442,1,3
3,27,1501,-65,58,-4438,2,3
5,27,1450,-65,58,-4434,3,3
6,28,1399,-65,58,-4429,4,3
8,28,1349,-65,57,-4425,5,3
2979,982,74,-16102,3970,-10358,0,5
3155,1210,3451,-16086,3966,-10348,1,5
3333,1260,3404,-12331,1485,-10923,2,5
3518,1288,3367,-12319,1483,-10913,3,5
105,1305,3338,-12306,1482,-10902,4,5
291,1313,3312,-12294,1481,-10891,5,5
685,838,974,-327,35,-10909,0,2
807,735,868,-326,35,-10898,1,2
853,3098,3228,-326,35,-10887,2,2
736,2819,2945,-326,35,-10876,3,2
663,2679,2796,3142,-24,-7749,4,2
571,2625,2736,3139,-24,-7742,5,2
396,2900,3438,-10047,4986,-9127,0,3
252,2996,3510,-10037,4981,-9117,1,3
102,3066,3551,-10027,4976,-9108,2,3
3549,3124,3573,-10017,4971,-9099,3,3
3394,3180,3580,-10007,4966,-9090,4,3
3239,3242,3569,-9997,4961,-9081,5,3
0,3598,3520,-617,-75,-25775,0,6
3593,3593,3319,-378,-207,-17918,1,6
3587,3594,3114,-378,-207,-17900,2,6
3581,3597,2909,-377,-207,-17882,3,6
3577,2,2704,-377,-206,-17864,4,6
3574,8,2499,-377,-206,-17846,5,6
3388,1252,571,-41,781,-10873,0,1
3490,1240,644,-41,780,-10862,1,1
3594,1242,714,-41,779,-10851,2,1
96,1257,785,-41,778,-10841,3,1
195,1285,862,-41,777,-10830,4,1
289,1331,950,-41,777,-10819,5,1
820,2694,2695,-617,-75,-25772,0,1
619,2704,2712,-378,-207,-17917,1,1
414,2705,2716,-378,-207,-17899,2,1
209,2704,2719,-377,-207,-17881,3,1
4,2702,2722,-377,-207,-17863,4,1
3399,2699,2726,-377,-206,-17846,5,1
691,1765,1909,-2398,-300,-1873,0,5
728,1806,1952,-2788,-90,-1723,1,5
758,1884,2034,-2785,-90,-1721,2,5
784,2002,2156,-2783,-90,-1720,3,5
803,2176,2335,-2780,-90,-1718,4,5
809,2401,2564,-2777,-90,-1716,5,5
0,3598,3520,-617,-75,-25772,0,6
3593,3593,3319,-378,-207,-17917,1,6
3587,3594,3114,-378,-207,-17899,2,6
3581,3597,2909,-377,-207,-17881,3,6
3577,2,2704,-377,-206,-17864,4,6
3574,8,2499,-377,-206,-17846,5,6
3042,2437,1761,402,-224,-9580,0,2
2949,2346,1864,298,-41,-9162,1,2
2870,2159,2064,353,-8,-9195,2,2
2833,1787,2449,352,-8,-9186,3,2
2868,1407,2840,352,-8,-9177,4,2
2914,1240,3017,1046,-42,-6151,5,2
2799,891,907,776,-22,-24554,0,5
2995,891,910,258,164,-17934,1,5
3200,893,910,257,164,-17916,2,5
3405,894,911,257,164,-17899,3,5
10,896,913,257,163,-17881,4,5
215,898,915,256,163,-17863,5,5
3579,2138,2379,2974,-358,-9980,0,4
3527,2123,2474,-651,-231,-9600,1,4
3476,2104,2573,-650,-231,-9590,2,4
3429,2075,2676,-649,-231,-9581,3,4
3388,2037,2784,-649,-230,-9571,4,4
3355,1990,2897,-648,-230,-9562,5,4
0,3592,3301,-8,140,-8650,0,6
3599,3594,3202,-8,140,-8642,1,6
3598,3596,3103,-8,140,-8633,2,6
3597,3598,3004,-8,140,-8624,3,6
3597,0,2905,-8,140,-8616,4,6
3597,2,2806,-8,140,-8607,5,6
2721,990,595,6495,-255,-14010,0,1
2846,686,899,4866,-41,-10031,1,1
2974,665,921,4861,-41,-10021,2,1
3101,658,929,4856,-41,-10011,3,1
3229,654,934,4851,-41,-10001,4,1
3356,652,937,4846,-41,-9991,5,1
3550,2711,2701,-548,0,-922,0,6
3570,2711,2701,-530,39,-50,1,6
3574,2711,2701,-529,39,-50,2,6
3576,2713,2704,-529,39,-49,3,6
3578,2714,2707,-226,155,205,4,6
3582,2714,2708,-70,7,353,5,6
3139,3354,1766,2273,42,-10718,0,3
3114,3450,1637,530,56,-7841,1,3
3105,3554,1500,530,56,-7833,2,3
3112,58,1363,529,56,-7825,3,3
3135,154,1234,529,56,-7817,4,3
3171,237,1118,528,56,-7810,5,3
3588,9,2660,-1806,-21,1033,0,6
3589,9,2688,-679,-102,1475,1,6
3585,9,2702,-348,0,1213,2,6
3582,8,2714,-230,-21,1050,3,6
3580,8,2725,-126,-5,947,4,6
3580,7,2734,-31,1,841,5,6
460,237,2660,-2365,-337,-10820,0,2
485,143,2533,-494,-17,-7846,1,2
493,40,2396,-493,-16,-7838,2,2
486,3536,2259,-493,-16,-7830,3,2
463,3441,2130,-492,-16,-7823,4,2
427,3359,2015,-492,-16,-7815,5,2
63,901,874,-4315,-110,2209,0,3
29,898,854,-3123,272,2168,1,3
4,900,818,-3120,272,2166,2,3
3584,901,790,-2390,1,1731,3,3
3568,901,765,-2184,-66,1456,4,3
3553,901,741,-2049,-84,1308,5,3
430,2919,3582,-4213,400,-14894,0,4
254,2912,3560,-4208,400,-14879,1,4
78,2911,3543,-4204,399,-14864,2,4
3502,2916,3525,-4200,399,-14849,3,4
3326,2927,3505,-4196,399,-14834,4,4
3151,2950,3474,-4192,398,-14820,5,4
3411,147,2849,4031,251,-10116,0,5
3488,176,2748,4027,250,-10105,1,5
3569,191,2652,4023,250,-10095,2,5
51,192,2558,4019,250,-10085,3,5
70,186,2507,708,-27,-5831,4,5
90,181,2455,707,-27,-5825,5,5
2968,3146,2084,-3865,1521,-19179,0,6
2846,110,1509,-3861,1520,-19160,1,6
2966,678,929,-3858,1518,-19141,2,6
3169,829,766,-3854,1517,-19122,3,6
3384,885,695,-3850,1515,-19103,4,6
3,911,650,-3846,1514,-19084,5,6
485,207,435,4435,-594,-4980,0,5
551,151,372,4430,-593,-4975,1,5
612,69,284,4426,-592,-4970,2,5
664,3547,157,4421,-592,-4965,3,5
700,3371,3574,4417,-591,-4960,4,5
710,3149,3346,4413,-591,-4955,5,5
321,2924,2464,-7164,1656,-7090,0,1
213,2964,2510,-7157,1654,-7083,1,1
103,2993,2546,-7150,1652,-7076,2,1
3592,3014,2576,-7142,1651,-7069,3,1
3480,3030,2602,-7135,1649,-7062,4,1
3367,3042,2626,-7128,1647,-7055,5,1
256,211,543,-2776,1709,-2109,0,3
235,215,506,-2773,1707,-2107,1,3
215,221,469,-2770,1705,-2105,2,3
194,227,432,-2768,1703,-2103,3,3
175,235,395,-2765,1702,-2101,4,3
156,244,359,-2762,1700,-2098,5,3
3322,3068,1350,4861,-1425,-7854,0,2
3287,3108,1236,4856,-1423,-7846,1,2
3260,3158,1114,4851,-1422,-7839,2,2
3242,3214,987,4847,-1420,-7831,3,2
3235,3275,857,4842,-1419,-7823,4,2
3239,3336,727,4837,-1418,-7815,5,2
3589,2687,2757,3500,255,-2649,0,6
3576,2690,2709,3341,5,-1173,1,6
3571,2691,2681,2476,-8,-348,2,6
3570,2694,2656,2105,44,-66,3,6
3570,2695,2634,1988,15,15,4,6
3571,2696,2612,1893,28,67,5,6
552,2907,1,2535,611,-12404,0,5
439,2833,3503,2410,42,-11087,1,5
320,2793,3437,2408,42,-11076,2,5
198,2771,3387,2406,42,-11065,3,5
75,2761,3344,2403,42,-11054,4,5
3552,2761,3303,2401,42,-11043,5,5
10,125,2099,-1184,-13,-7293,0,6
15,123,2015,-1183,-13,-7286,1,6
19,121,1930,-1182,-13,-7279,2,6
23,117,1846,-1181,-13,-7272,3,6
26,113,1762,-1179,-13,-7264,4,6
29,109,1677,-1178,-13,-7257,5,6
2787,43,958,-6603,-637,-11712,0,2
2840,846,138,-6596,-637,-11701,1,2
2928,983,3594,-3208,-444,-8576,2,2
3027,1013,3556,-3204,-443,-8568,3,2
3130,1027,3531,-3201,-443,-8559,4,2
3234,1034,3513,-3198,-442,-8550,5,2
154,46,3201,-2127,281,-1407,0,6
130,44,3183,-2169,269,-1411,1,6
106,43,3164,-2202,261,-1408,2,6
82,43,3146,-2242,243,-1423,3,6
57,43,3127,-2302,220,-1439,4,6
31,44,3108,-2372,188,-1454,5,6
3019,3209,2207,-1033,-209,-19025,0,2
2930,8,1761,-1032,-209,-19006,1,2
3006,428,1293,-1031,-209,-18987,2,2
3172,606,1064,-1029,-209,-18968,3,2
3363,674,939,-1028,-208,-18949,4,2
3561,694,846,-1027,-208,-18930,5,2
2,216,2531,928,415,4,0,6
8,217,2538,869,144,274,1,6
15,218,2545,868,144,274,2,6
22,219,2551,806,78,278,3,6
29,220,2558,726,55,361,4,6
34,221,2565,662,80,401,5,6
584,369,3077,1648,-247,-18063,0,2
670,3583,2652,1646,-247,-18045,1,2
603,3166,2195,1644,-246,-18027,2,2
448,2977,1965,1643,-246,-18009,3,2
266,2901,1841,1641,-246,-17991,4,2
77,2872,1753,1639,-246,-17973,5,2
3569,767,1009,-1664,-405,-8890,0,4
72,753,951,-2786,-864,-9924,1,4
122,741,899,-1858,38,-5366,2,4
166,732,869,-1361,-68,-4392,3,4
209,721,838,-1360,-68,-4388,4,4
252,707,804,-1359,-68,-4383,5,4
741,328,400,1582,1758,-9317,0,5
785,3526,3567,1581,1757,-9308,1,5
747,3103,3112,1579,1755,-9299,2,5
694,2843,2823,4266,779,-7584,3,5
615,2718,2676,4262,778,-7576,4,5
538,2664,2602,3594,670,-6638,5,5
3548,3482,441,3597,56,-2210,0,3
3586,3484,409,3385,17,-2073,1,3
12,3483,378,2761,-20,-2274,2,3
35,3482,345,2465,1,-2384,3,3
56,3479,313,2400,0,-2376,4,3
77,3475,280,2398,0,-2373,5,3
489,2735,2173,-2130,3282,-8585,0,6
389,2786,2192,-2127,3279,-8577,1,6
288,2828,2199,-2125,3275,-8568,2,6
187,2865,2198,-2123,3272,-8560,3,6
86,2900,2190,-2121,3269,-8551,4,6
3586,2937,2176,-2119,3266,-8542,5,6
865,814,804,987,-52,-7134,0,6
844,2616,2606,1150,9,-7728,1,6
810,2666,2657,45,-32,-4086,2,6
771,2689,2679,45,-32,-4082,3,6
724,2689,2681,45,-32,-4078,4,6
677,2690,2681,44,-32,-4074,5,6
301,3062,2772,1162,1144,-21787,0,4
100,3019,2613,1161,1143,-21765,1,4
3497,3032,2468,1159,1142,-21743,2,4
3304,3105,2298,1158,1140,-21721,3,4
3145,3288,2034,1392,1051,-23496,4,4
